A1;A768;A769;A770;A771;A772;A773;A774;A775;A776;A777;A778;A779;A780;A781;A782;A783;A784;A785;A786;A787;A788;A789;A790;A791;A792;A793;A794;A795;A796;A797;A798;A799;A800;A801;A802;A803;A804;A805;A806;A807;A808;A809;A810;A811;A812;A813;A814;A815;A816;A817;A818;A819;A820;A821;A822;A823;A824;A825;A826;A827;A828;A829;A830;A831;A832;A833;A834;A835;A836;A837;A838;A839;A840;A841;A842;
2800308;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Não possui;-;-;Sim;2003;Paritário;Sim;Não;Não;Não;6;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2800407;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Possui lei;abr/03;-;Sim;2003;Paritário;Sim;Sim;Sim;Sim;10;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Não;SECRETARIA DE ASSITENCIA SOCIAL;Não;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Sim;Não;Sim;Não;Não;Sim;
2800506;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2800605;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Possui lei;dez/11;-;Sim;2011;Paritário;Sim;Sim;Sim;Sim;3;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2800670;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Sim;Não possui;-;-;Sim;2003;Paritário;Não;Sim;Não;Sim;6;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2800704;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;
2801009;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2801108;Não possui estrutura;-;-;-;-;-;-;Possui lei;dez/03;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;-;-;-;
2801207;Setor subordinado a outra secretaria;Não;Não;Não;Não;Não;Sim;Possui lei;jan/04;-;Sim;2004;Paritário;Sim;Não;Não;Não;1;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;
2801306;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Possui lei;dez/03;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Sim;Não;Sim;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Sim;Não;Não;-;-;-;
2801405;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Sim;2013;Paritário;Sim;Não;Sim;Sim;0;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2801504;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Possui lei;fev/03;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2801603;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2801702;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Possui lei;ago/03;-;Sim;2003;Paritário;Sim;Sim;Não;Não;7;Sim;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2801900;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Possui lei;dez/05;-;Sim;2005;Paritário;Sim;Não;Não;Não;0;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;
2802007;Setor subordinado a outra secretaria;Não;Não;Não;Sim;Não;Não;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2802106;Setor subordinado a outra secretaria;Sim;Sim;Não;Não;Não;Não;Não possui;-;-;Sim;2014;Paritário;Sim;Sim;Não;Não;0;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;
2802205;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Sim;Possui lei;dez/03;-;Sim;2003;Não paritário;Sim;Não;Não;Não;1;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2802304;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;
2802403;Não possui estrutura;-;-;-;-;-;-;Possui lei;mai/04;-;Sim;2004;Paritário;Sim;Sim;Sim;Sim;0;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;
2802502;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Sim;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2802601;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Possui lei;mai/05;-;Sim;2005;Paritário;Sim;Sim;Sim;Sim;4;Não;Sim;Sim;Não;Não;Sim;Não;Sim;Sim;Não;Não;Não;Sim;SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL;Não;Não;Não;Sim;Não;Sim;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Sim;Não;-;-;-;
2802700;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não informado;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2802809;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Possui lei;jan/04;-;Sim;2004;Paritário;Sim;Não;Não;Não;1;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2802908;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Não possui;-;-;Sim;2003;Não paritário;Sim;Sim;Sim;Sim;3;Sim;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;
2803005;Secretaria municipal em conjunto com outras políticas;Não;Sim;Não;Sim;Não;Sim;Não possui;-;-;Sim;2009;Paritário;Sim;Sim;Sim;Sim;0;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;SECRETARIA MUNICIPAL DE ASSISTENCIA SOCIAL;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Não;Sim;Não;Não;Sim;
2803104;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Não possui;-;-;Sim;2003;Paritário;Sim;Sim;Sim;Sim;0;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2803203;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Possui lei;dez/03;-;Sim;2003;Não paritário;Sim;Não;Não;Não;3;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Não;SECRETARIA AÇÃO SOCIAL E TRABALHO;Sim;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2803302;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Está em trâmite;-;jun/14;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;
2803401;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Não;SECRETARIA MUNICIPAL DE ASSISTENCIA SOCIAL;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Sim;Não;Não;Sim;
2803500;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Sim;2003;Não paritário;Sim;Não;Não;Não;6;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Não;SEC MUN. DO DESENVOLVIMENTO SOCIAL E TRABALHO;Não;Não;Não;Sim;Sim;Sim;Sim;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não informado;-;-;-;Não;-;-;-;
2803609;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2803708;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Sim;Não;Sim;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;
2803807;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2803906;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2804003;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Possui lei;dez/10;-;Sim;2010;Paritário;Sim;Sim;Não;Sim;2;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2804102;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Não possui;-;-;Sim;2003;Paritário;Sim;Sim;Não;Não;0;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Sim;Não informado;Não informado;Não informado;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2804201;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Sim;2003;Paritário;Não;Sim;Não;Sim;0;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Sim;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Sim;Não;-;-;-;
2804300;Setor subordinado a outra secretaria;Não;Não;Sim;Não;Sim;Não;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2804409;Setor subordinado a outra secretaria;Não;Não;Não;Não;Não;Sim;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Sim;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;SECRETARIA MUNICIPAL DE EDUCAÇÃO;Não;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2804458;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Possui lei;fev/10;-;Sim;2010;Paritário;Sim;Não;Não;Não;0;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2804508;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Sim;2005;Não paritário;Sim;Não;Não;Não;0;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Sim;Não;Não;-;-;-;
2804607;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2804706;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Não possui;-;-;Sim;2003;Paritário;Sim;Sim;Sim;Sim;1;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;
2804805;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não informado;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;
2804904;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Não possui;-;-;Sim;2004;Não paritário;Sim;Não;Não;Não;3;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2805000;Setor subordinado a outra secretaria;Sim;Sim;Não;Não;Não;Não;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;
2805109;Não possui estrutura;-;-;-;-;-;-;Possui lei;dez/03;-;Sim;2003;Paritário;Não;Não;Não;Sim;0;Sim;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2805208;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Sim;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2805307;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Não possui;-;-;Sim;2003;Paritário;Sim;Sim;Sim;Não;1;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2805406;Não possui estrutura;-;-;-;-;-;-;Possui lei;mai/03;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2805505;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Sim;2003;Paritário;Sim;Sim;Sim;Sim;3;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Não;-;-;-;
2805604;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Possui lei;out/05;-;Sim;2005;Paritário;Sim;Não;Não;Sim;5;Sim;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Sim;Não;Não informado;-;-;-;Sim;Não;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Sim;Não;-;-;-;
2805703;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;
2805802;Não possui estrutura;-;-;-;-;-;-;Possui lei;jan/04;-;Sim;2004;Paritário;Não;Sim;Sim;Sim;2;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;
2805901;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Sim;Não;Sim;Não;Não;Sim;
2806008;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Sim;2005;Não paritário;Sim;Não;Não;Não;3;Sim;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2806107;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Possui lei;jan/11;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Sim;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Sim;Não;Não;-;-;-;
2806206;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Possui lei;dez/03;-;Sim;2003;Paritário;Sim;Sim;Não;Sim;4;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2806305;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Possui lei;ago/09;-;Sim;2009;Paritário;Sim;Sim;Não;Não;0;Não;Sim;Não;Não;Não;Sim;Não;Sim;Sim;Não;Não;Não;Sim;SECRETARIA DE ASSISTENCIA SOCIAL;Não;Não;Não;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2806404;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2806503;Secretaria municipal em conjunto com outras políticas;Sim;Não;Não;Não;Não;Não;Possui lei;mar/05;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2806602;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Está em trâmite;-;jun/14;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Sim;Sim;Sim;Não;Não;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
2806701;Setor subordinado a outra secretaria;Sim;Sim;Não;Não;Não;Não;Não possui;-;-;Sim;2003;Paritário;Sim;Sim;Não;Sim;0;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Sim;Não;Sim;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Sim;Não;
2806800;Não possui estrutura;-;-;-;-;-;-;Possui lei;dez/03;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
